,Car_Title,Car_Price,Car_Year,Car_Type_Door,Car_Mileage,Car_engine_size,Car_Horse_PW,Car_Type_Vehicle,Car_Filling_in,Car_Make
5653, MINI 3-Door Hatch Cooper Sport 1.5 3dr     ,17498,2019,Hatchback,1500,1.5L,136BHP,Manual,Petrol,MINI
5655, MINI Convertible Cooper Exclusive 1.5 2dr     ,17998,2019,Convertible,1288,1.5L,136BHP,Manual,Petrol,MINI
5656, MINI 5-Door Hatch Cooper Classic 1.5 5dr     ,18493,2019,Hatchback,101,1.5L,136BHP,Manual,Petrol,MINI
5657, MINI 5-Door Hatch Cooper Exclusive 1.5 5dr     ,18498,2019,Hatchback,1598,1.5L,136BHP,Manual,Petrol,MINI
5658, MINI 3-Door Hatch Cooper S Classic 2.0 3dr     ,18498,2019,Hatchback,101,2.0L,192BHP,Manual,Petrol,MINI
5659," Jaguar XK 5.0 PORTFOLIO 2d 380 BHP DAB+XENON+NAV+CAMERA+20"" …     ",17250,2013,Coupe,72000,5.0L,380BHP,Automatic,Petrol,Jaguar
5660, Mercedes-Benz A-Class 2.1 A 220 D MOTORSPORT EDITION PREMIUM …     ,17950,2016,Hatchback,33000,2.1L,174BHP,Automatic,Diesel,Mercedes-Benz
5661, BMW 4 SERIES 3.0 435D XDRIVE M SPORT 2d 309 BHP 56MPG! …     ,19250,2015,Coupe,34000,3.0L,308BHP,Automatic,Diesel,BMW
5662, BMW 5 SERIES 3.0 535D M SPORT 4d 309 BHP     ,19450,2016,Saloon,33000,3.0L,308BHP,Automatic,Diesel,BMW
5663, Isuzu D-Max 2.5 TD BLADE DOUBLE CAB 164 BHP …     ,19950,2016,Pickup,14000,2.5L,163BHP,Manual,Diesel,Isuzu
5664, Mercedes-Benz A-Class 1.3 A 200 AMG LINE PREMIUM 5d 161 BHP …     ,20950,2018,Hatchback,6988,1.3L,161BHP,Automatic,Petrol,Mercedes-Benz
5667, MINI Convertible 1.6 Cooper (Chili) 2dr     ,5500,2011,Convertible,56000,1.6L,122BHP,Manual,Petrol,MINI
5668, Renault Clio Campus Sport 1.2 3dr     ,1995,2007,Hatchback,49000,1.2L,75BHP,Manual,Petrol,Renault
5669," Lexus IS 220d 2.2 TD Sport Saloon 4dr Diesel Manual (195 g/km, …     ",3495,2007,Saloon,50000,2.2L,175BHP,Manual,Diesel,Lexus
5670, Citroen DS3 1.6 VTi DStyle Hatchback 3dr Petrol Manual (132 …     ,3495,2011,Hatchback,80000,1.6L,118BHP,Manual,Petrol,Citroen
5671, Vauxhall Corsa 1.3 CDTi ecoFLEX 16v Limited Edition Hatchback …     ,3495,2011,Hatchback,70000,1.3L,74BHP,Manual,Diesel,Vauxhall
5672," Audi A3 1.4 TFSI Hatchback 3dr Petrol Manual (140 g/km, 123 bhp)     ",3495,2008,Hatchback,90000,1.4L,123BHP,Manual,Petrol,Audi
5673, Toyota Auris 1.6 V-Matic TR 5dr     ,3495,2009,Hatchback,70000,1.6L,124BHP,Manual,Petrol,Toyota
5674, Ford C-Max 2.0 Zetec 5dr     ,3495,2009,MPV,60000,2.0L,143BHP,Automatic,Petrol,Ford
5675, Nissan Note 1.6 16v Tekna 5dr     ,3495,2008,Hatchback,60000,1.6L,109BHP,Automatic,Petrol,Nissan
5676, Vauxhall Corsa 1.4 i 16v SXi 5dr     ,3495,2011,Hatchback,70000,1.4L,99BHP,Manual,Petrol,Vauxhall
5677, Ford Fiesta 1.25 Zetec 3dr     ,3495,2010,Hatchback,70000,1.25L,81BHP,Manual,Petrol,Ford
5678, Volkswagen Golf 1.9 TDI DPF Match DSG 5dr     ,3495,2009,Hatchback,90000,1.9L,103BHP,Automatic,Diesel,Volkswagen
5679, Jaguar XKR 4.2 2dr     ,16995,2007,Coupe,42000,4.2L,420BHP,Automatic,Petrol,Jaguar
5681, BMW 4 SERIES 2.0 420D M SPORT 2d 188 BHP     ,18995,2017,Coupe,19980,2.0L,188BHP,Automatic,Diesel,BMW
5682, Mercedes-Benz M-Class 2.1 ML250 BLUETEC AMG LINE PREMIUM 5d …     ,19995,2014,SUV,51000,2.1L,204BHP,Automatic,Diesel,Mercedes-Benz
5686, Ford Fiesta 1.4 LX 5dr (a/c)     ,895,2003,Hatchback,93000,1.4L,79BHP,Manual,Petrol,Ford
5687, Toyota Auris 1.6 TR Multimode 5dr     ,4995,2010,Hatchback,48000,1.6L,124BHP,Automatic,Petrol,Toyota
5688, SKODA Yeti 2.0 TDI SE 5dr     ,5395,2010,SUV,71000,2.0L,110BHP,Manual,Diesel,SKODA
5699, Honda Civic 1.0 VTEC TURBO SE 5-Door 5dr     ,17990,2019,Hatchback,4000,1.0L,126PS,Automatic,Petrol,Honda
5700, SKODA Karoq 1.0 TSI SE L (s/s) 5dr     ,17995,2018,SUV,24598,1.0L,115PS,Manual,Petrol,SKODA
5701, Peugeot 2008 1.2 PureTech GT Line EAT (s/s) 5dr     ,17995,2019,SUV,2500,1.2L,131PS,Automatic,Petrol,Peugeot
5703, Peugeot 3008 1.2 PureTech Allure EAT (s/s) 5dr     ,18995,2017,SUV,28338,1.2L,131PS,Automatic,Petrol,Peugeot
5704, Honda Civic 1.6 i-DTEC (120ps) EX (s/s) 5-Door 5dr     ,19284,2019,Hatchback,4255,1.6L,120PS,Manual,Diesel,Honda
5705, Peugeot 3008 1.2 PureTech Allure (s/s) 5dr     ,19295,2018,SUV,5989,1.2L,131PS,Manual,Petrol,Peugeot
5706, Honda Civic 1.5 VTEC TURBO Prestige 5-Door 5dr     ,19660,2019,Hatchback,10000,1.5L,182PS,Automatic,Petrol,Honda
5707, Honda Civic 1.5 VTEC TURBO Sport 5-Door 5dr     ,19990,2019,Hatchback,2000,1.5L,182PS,Automatic,Petrol,Honda
5708, Honda Cr-V 1.5 VTEC TURBO S 5-Door 5dr     ,20500,2019,SUV,2000,1.5L,173PS,Manual,Petrol,Honda
5709, Toyota Auris Touring Sport 1.8 Hybrid Excel TSS 5dr CVT …     ,20490,2018,Estate,9344,1.8L,136PS,Automatic,Hybrid,Toyota
5710, Toyota C-Hr Hatchback 1.8 Hybrid Design 5dr CVT     ,21990,2019,SUV,8913,1.8L,122PS,Automatic,Hybrid,Toyota
5711, Toyota Corolla Hatchback 1.8 VVT-i Hybrid Icon Tech 5dr CVT     ,21990,2019,Hatchback,9505,1.8L,122PS,Automatic,Hybrid,Toyota
5712, Toyota C-Hr Hatchback Special Edition 1.8 Hybrid Red 5dr CVT     ,22990,2018,SUV,23331,1.8L,122PS,Automatic,Hybrid,Toyota
5713, Toyota C-Hr Hatchback 1.8 Hybrid Dynamic 5dr CVT     ,22990,2017,SUV,18500,1.8L,122PS,Automatic,Hybrid,Toyota
5714, Toyota C-Hr Hatchback 1.8 Hybrid Dynamic 5dr CVT     ,22990,2018,SUV,16046,1.8L,122PS,Automatic,Hybrid,Toyota
5715, Toyota Corolla Hatchback 1.8 VVT-i Hybrid Excel 5dr CVT     ,23490,2019,Hatchback,9200,1.8L,122PS,Automatic,Hybrid,Toyota
5719, Vauxhall Astra Gtc 2.0 CDTi SRi (s/s) 3dr     ,5495,2013,Coupe,70000,2.0L,165PS,Manual,Diesel,Vauxhall
5720, Vauxhall Astra Gtc 1.4T Limited Edition (s/s) 3dr     ,5495,2014,Coupe,89000,1.4L,140PS,Manual,Petrol,Vauxhall
5721, Fiat 500L 1.3 MultiJet Pop Star MPW (s/s) 5dr     ,5495,2016,MPV,70000,1.3L,95BHP,Manual,Diesel,Fiat
5722, Smart Forfour 0.9T Passion (Premium) (s/s) 5dr     ,5495,2015,Hatchback,30000,0.9L,90PS,Manual,Petrol,Smart
5723, BMW 1 Series 2.0 118d M Sport 2dr     ,5495,2011,Convertible,85000,2.0L,143BHP,Manual,Diesel,BMW
5724, Porsche Cayenne 4.5 S Tiptronic S AWD 5dr     ,5495,2006,SUV,81000,4.5L,340BHP,Automatic,Petrol,Porsche
5725, BMW 3 Series 2.0 320d EfficientDynamics 4dr     ,5695,2013,Saloon,123000,2.0L,163BHP,Manual,Diesel,BMW
5726, Honda Civic 1.8 i-VTEC ES 5dr     ,5995,2012,Hatchback,51000,1.8L,140BHP,Manual,Petrol,Honda
5727, Vauxhall Corsa 1.4i ecoFLEX SRi 3dr     ,5995,2016,Hatchback,43000,1.4L,90PS,Manual,Petrol,Vauxhall
5728, Ford Fiesta 1.6 EcoBoost ST-2 3dr     ,5995,2014,Hatchback,107000,1.6L,180BHP,Manual,Petrol,Ford
5739, Jaguar XE 2.0d R-Sport Auto AWD (s/s) 4dr     ,17000,2016,Saloon,27853,2.0L,180PS,Automatic,Diesel,Jaguar
5740, BMW 1 Series 118i Sport 5-door 1.5 5dr     ,17490,2019,Hatchback,11699,1.5L,136BHP,Manual,Petrol,BMW
5741, BMW 2 Series Active Tourer 220d xDrive M Sport Active Tourer …     ,17980,2017,MPV,16893,2.0L,190BHP,Automatic,Diesel,BMW
5742, Audi A4 2.0 AVANT TDI QUATTRO S LINE 5d 188 BHP ** FINANCE …     ,17995,2016,Saloon,43263,2.0L,188BHP,Automatic,Diesel,Audi
5743, Audi Q3 2.0 TDI QUATTRO S LINE PLUS 5d 182 BHP UPGRADED OFF …     ,17995,2016,SUV,43905,2.0L,182BHP,Automatic,Diesel,Audi
5744, Audi Q3 2.0 TDI QUATTRO S LINE PLUS 5d 182 BHP ** UPGRADED …     ,17995,2015,SUV,30108,2.0L,182BHP,Automatic,Diesel,Audi
5745, MINI 5-Door Hatch Cooper Sport 1.5 5dr     ,17995,2019,Hatchback,3808,1.5L,136BHP,Automatic,Petrol,MINI
5746, Audi TT 2.0 TDI ULTRA S LINE 2d 182 BHP ** PCP FINANCE …     ,17995,2016,Coupe,37607,2.0L,182BHP,Manual,Diesel,Audi
5747," Audi A3 2.0 TDI QUATTRO S LINE 5d 182 BHP ** LOVELY CAR, MUST …     ",17995,2016,Hatchback,34670,2.0L,182BHP,Automatic,Diesel,Audi
5748, Audi A4 2.0 TDI S LINE 4d 190 BHP CRUISE CONTROL + MORE...     ,17995,2016,Saloon,10033,2.0L,190BHP,Manual,Diesel,Audi
5749, MINI 3-Door Hatch Cooper S Classic 2.0 3dr     ,18998,2019,Hatchback,101,2.0L,192BHP,Manual,Petrol,MINI
5750, Ford Edge 2.0 TDCi 180 Sport 5dr     ,19000,2017,SUV,27781,2.0L,180PS,Manual,Diesel,Ford
5751, Ford Fiesta 1.5 EcoBoost ST-3 5dr     ,19000,2019,Hatchback,3292,1.5L,200PS,Manual,Petrol,Ford
5754, MINI 3-Door Hatch Cooper S Classic 2.0 3dr     ,20898,2019,Hatchback,101,2.0L,192BHP,Automatic,Petrol,MINI
5755, MINI Clubman 2.0 Cooper S Exclusive Estate 6dr Petrol (s/s) …     ,20998,2019,Estate,1500,2.0L,192PS,Manual,Petrol,MINI
5758, KIA Picanto LS 1.1 5dr     ,1995,2007,Hatchback,52497,1.1L,64BHP,Manual,Petrol,KIA
5759, Smart Fortwo PASSION CDI 0.8 2dr     ,2995,2010,Convertible,38897,0.8L,54BHP,Automatic,Diesel,Smart
5760, Hyundai I20 ACTIVE 1.3 5dr     ,4695,2013,Hatchback,63860,1.2L,84BHP,Manual,Petrol,Hyundai
5761, Vauxhall Corsa STING ECOFLEX 1.4 3dr     ,4995,2016,Hatchback,51768,1.4L,75PS,Manual,Petrol,Vauxhall
5762, Hyundai I20 CLASSIC 1.3 5dr     ,5695,2014,Hatchback,30818,1.2L,84BHP,Manual,Petrol,Hyundai
5763, Mazda 3 TS 1.6 5dr     ,5695,2011,Hatchback,32300,1.6L,103BHP,Automatic,Petrol,Mazda
5764, Toyota Yaris VVT-I TR 1.3 5dr     ,5995,2012,Hatchback,54700,1.33L,99BHP,Manual,Petrol,Toyota
5765, Toyota RAV4 D-4D XT-R AWD 2.2     ,6495,2012,SUV,92350,2.2L,150BHP,Manual,Diesel,Toyota
5766, Hyundai I10 SE 1.0 5dr     ,6695,2017,Hatchback,31582,1.0L,66PS,Manual,Petrol,Hyundai
5767, Suzuki Celerio SZ4 1.0 5dr     ,6695,2018,Hatchback,2600,1.0L,68PS,Manual,Petrol,Suzuki
5768, Ford Fiesta 1.4 Zetec 3dr     ,3495,2009,Hatchback,80000,1.4L,94BHP,Manual,Petrol,Ford
5769, KIA RIO 1.4 2 5dr     ,3495,2011,Hatchback,60000,1.4L,95BHP,Manual,Petrol,KIA
5770, Ford Focus 1.6 TDCi DPF Titanium 5dr     ,3495,2010,Hatchback,60000,1.6L,108BHP,Manual,Diesel,Ford
5771, Vauxhall Astra 1.4 16v Active Hatchback 5dr Petrol (100 ps)     ,3495,2012,Hatchback,80000,1.4L,100PS,Manual,Petrol,Vauxhall
5772, Vauxhall Corsa 1.2 i 16v Exclusiv Hatchback 5dr Petrol Manual …     ,3495,2013,Hatchback,70000,1.2L,84BHP,Manual,Petrol,Vauxhall
5773," KIA Ceed 1.6 SW-7 Estate 5dr Petrol Manual (154 g/km, 120 bhp)     ",3495,2009,Estate,70000,1.6L,120BHP,Manual,Petrol,KIA
5774," Ford C-Max 2.0 Zetec MPV 5dr Petrol Automatic (194 g/km, 143 …     ",3495,2008,MPV,60000,2.0L,143BHP,Automatic,Petrol,Ford
5775, Vauxhall Corsa 1.4 i 16v Design Hatchback 5dr Petrol Automatic …     ,3495,2008,Hatchback,50000,1.4L,89BHP,Automatic,Petrol,Vauxhall
5776, Citroen DS4 1.6 HDi DStyle Hatchback 5dr Diesel Manual (122 …     ,3495,2012,Hatchback,110000,1.6L,110BHP,Manual,Diesel,Citroen
5777, Vauxhall Corsa 1.2 i 16v Excite Hatchback 3dr Petrol Manual …     ,3495,2011,Hatchback,45000,1.2L,84BHP,Manual,Petrol,Vauxhall
5778, Nissan X-Trail 1.6 dCi n-tec 4WD (s/s) 5dr     ,11995,2014,SUV,57000,1.6L,130PS,Manual,Diesel,Nissan
5779, BMW 2 Series 3.0 M235i Auto (s/s) 2dr     ,18050,2014,Coupe,3220,3.0L,326BHP,Automatic,Petrol,BMW
5780, Audi A1 1.6 TDI S line 3dr     ,6149,2011,Hatchback,67000,1.6L,104BHP,Manual,Diesel,Audi
5781, BMW 3 Series 3.0 330Cd M Sport 2dr     ,4995,2006,Convertible,84000,3.0L,204BHP,Manual,Diesel,BMW
5783, Mazda5 2.0 TS2 5dr     ,4200,2009,MPV,46050,2.0L,144BHP,Automatic,Petrol,Mazda5
5784, Volkswagen Golf 2.0 TDI GT 5dr     ,1400,2004,Hatchback,149000,2.0L,138BHP,Manual,Diesel,Volkswagen
5785, MINI Hatch 1.4 One Graphite 3dr     ,2250,2010,Hatchback,102200,1.4L,95BHP,Manual,Petrol,MINI
5786, Jaguar XF 2.7 TD Luxury 4dr     ,3995,2008,Saloon,99000,2.7L,204BHP,Automatic,Diesel,Jaguar
5797, Peugeot 3008 1.2 PureTech GT Line (s/s) 5dr     ,20995,2018,SUV,14000,1.2L,131PS,Manual,Petrol,Peugeot
5798, Honda Cr-V 1.5 VTEC TURBO S 5-Door 5dr     ,21000,2019,SUV,38,1.5L,173PS,Manual,Petrol,Honda
5802, Peugeot Traveller 2.0 BlueHDi Allure Standard MPV EAT8 (s/s) …     ,21995,2017,MPV,16678,2.0L,177PS,Automatic,Diesel,Peugeot
5803, Honda Hr-V 1.5 i-VTEC EX (s/s) 5-Door 5dr     ,22000,2019,SUV,2408,1.5L,130PS,Automatic,Petrol,Honda
5816, BMW 1 Series 1.6 116d EfficientDynamics Sports Hatch (s/s) 5dr     ,6495,2014,Hatchback,93000,1.6L,116BHP,Manual,Diesel,BMW
5817, Land Rover Freelander 2 2.2 TD4 GS 4X4 5dr     ,6495,2011,SUV,89000,2.2L,150BHP,Manual,Diesel,Land
5818, KIA Sorento 2.2 CRDi KX-1 4WD 5dr (7 Seats)     ,6495,2010,SUV,70000,2.2L,194BHP,Automatic,Diesel,KIA
5819, Peugeot 3008 1.6 e-HDi FAP Active EGC 5dr     ,6495,2014,SUV,51000,1.6L,115BHP,Automatic,Diesel,Peugeot
5820, Volvo XC60 2.4 D5 SE Lux Premium (Premium Pack) AWD 5dr     ,6495,2009,SUV,94000,2.4L,202BHP,Manual,Diesel,Volvo
5821, KIA Sportage 1.7 CRDi 2 2WD 5dr     ,6495,2012,SUV,99000,1.7L,113BHP,Manual,Diesel,KIA
5822, Volvo V60 2.0 D4 SE Lux Geartronic 5dr     ,6995,2012,Estate,69000,2.0L,163BHP,Automatic,Diesel,Volvo
5823, BMW 1 Series 1.6 116i Sport Sports Hatch 5dr     ,6995,2012,Hatchback,43000,1.6L,136BHP,Manual,Petrol,BMW
5824, Vauxhall Mokka 1.4 16v Turbo Exclusiv 4x4 (s/s) 5dr     ,6995,2014,Hatchback,48000,1.4L,138BHP,Manual,Petrol,Vauxhall
5825, Peugeot 2008 1.2 PureTech Active 5dr     ,6995,2017,SUV,70000,1.2L,83PS,Manual,Petrol,Peugeot
5835, Mercedes-Benz A Class 2.1 A200d AMG Line 7G-DCT (s/s) 5dr     ,18000,2017,Hatchback,19325,2.1L,136PS,Automatic,Diesel,Mercedes-Benz
5836, Volkswagen Transporter Shuttle 2.0 TDI BlueMotion Tech T30 S …     ,18000,2014,Minibus,93233,2.0L,138BHP,Automatic,Diesel,Volkswagen
5837, MINI 3-Door Hatch Cooper Sport 1.5 3dr     ,18480,2019,Hatchback,6769,1.5L,136BHP,Automatic,Petrol,MINI
5838, MINI Cooper Countryman 1.5 5dr     ,18480,2018,SUV,10934,1.5L,136BHP,Manual,Petrol,MINI
5839, MINI Clubman Cooper Exclusive 1.5 6dr     ,18490,2019,Estate,6466,1.5L,136BHP,Manual,Petrol,MINI
5840, Audi Q3 2.0 TDI QUATTRO S LINE PLUS 5d 182 BHP HUGE SPEC …     ,18495,2015,SUV,36322,2.0L,182BHP,Automatic,Diesel,Audi
5841, MINI 3-Door Hatch Cooper Sport 1.5 3dr     ,18980,2019,Hatchback,1643,1.5L,136BHP,Automatic,Petrol,MINI
5842, BMW 1 Series 116d M Sport Shadow Edition 5-door 1.5 5dr     ,18980,2019,Hatchback,4384,1.5L,116PS,Manual,Diesel,BMW
5843, Audi Q3 2.0 TDI QUATTRO S LINE PLUS 5d 182 BHP     ,18995,2016,SUV,37804,2.0L,182BHP,Automatic,Diesel,Audi
5844, MINI Countryman Cooper Classic 1.5 5dr     ,18995,2019,SUV,2509,1.5L,136BHP,Automatic,Petrol,MINI
5851, Citroen C1 1.0i VTR 5dr [AC]     ,3300,2011,Hatchback,46778,1.0L,68BHP,Manual,Petrol,Citroen
5852, Toyota Aygo 1.0 VVT-i Platinum 5dr     ,3300,2010,Hatchback,60860,1.0L,67BHP,Manual,Petrol,Toyota
5853, Nissan Note 1.5 [90] dCi N-Tec+ 5dr     ,3700,2012,Hatchback,59380,1.5L,89BHP,Manual,Diesel,Nissan
5854, Vauxhall Astra 2.0 CDTi 16V ecoFLEX SRi [165] 5dr     ,4000,2011,Hatchback,90352,2.0L,165PS,Manual,Diesel,Vauxhall
5855, Ford Focus TITANIUM NAVIGATOR TDCI 1.6 5dr     ,6995,2014,Hatchback,54800,1.6L,113BHP,Manual,Diesel,Ford
5856, Volkswagen Polo MATCH 1.4 3dr     ,6995,2012,Hatchback,27000,1.4L,85BHP,Manual,Petrol,Volkswagen
5857, Ford Fiesta TITANIUM 1.4 5dr     ,6995,2012,Hatchback,32128,1.4L,94BHP,Automatic,Petrol,Ford
5858, Vauxhall Adam SLAM 1.4 3dr     ,7095,2016,Hatchback,18858,1.4L,100PS,Manual,Petrol,Vauxhall
5859, KIA Ceed 2 1.4 5dr     ,7495,2015,Hatchback,42501,1.4L,98BHP,Manual,Petrol,KIA
5860, KIA Venga SR7 ISG 1.4 5dr     ,7895,2016,MPV,17234,1.4L,90PS,Manual,Petrol,KIA
5861, SKODA Octavia LAURIN AND KLEMENT TDI CR DSG 2.0 5dr     ,8995,2012,Hatchback,22947,2.0L,140BHP,Automatic,Diesel,SKODA
5862, Volvo XC60 D5 SE LUX PREMIUM AWD 2.4 5dr     ,9195,2009,SUV,60900,2.4L,202BHP,Automatic,Diesel,Volvo
5863, Nissan Juke N-CONNECTA DIG-T 1.2 5dr     ,9995,2016,SUV,18700,1.2L,115PS,Manual,Petrol,Nissan
5864, Nissan Qashqai DCI TEKNA 1.5 5dr     ,10495,2015,SUV,40500,1.5L,114BHP,Manual,Diesel,Nissan
5865, Vauxhall Astra 2.0 CDTi Elite Hatchback 5dr Diesel (160 ps)     ,3495,2011,Hatchback,80000,2.0L,160PS,Manual,Diesel,Vauxhall
5866," MINI 1.6 Cooper Convertible 2dr Petrol Manual (137 g/km, 120 …     ",3495,2009,Convertible,60000,1.6L,120BHP,Manual,Petrol,MINI
5867, Honda Jazz 1.4 i-DSI Sport Hatchback 5dr Petrol CVT-7 (139 …     ,3495,2006,Hatchback,80000,1.4L,82BHP,Automatic,Petrol,Honda
5868, Renault Clio 2.0 VVT Renaultsport Hatchback 3dr Petrol Manual …     ,3495,2006,Hatchback,90000,2.0L,197BHP,Manual,Petrol,Renault
5869," Mazda2 1.3 TS2 Hatchback 5dr Petrol Manual (125 g/km, 85 bhp)     ",3495,2010,Hatchback,80000,1.3L,85BHP,Manual,Petrol,Mazda2
5870, Ford Fiesta 1.4 TDCi DPF Edge Hatchback 5dr Diesel Manual (107 …     ,3495,2011,Hatchback,90000,1.4L,69BHP,Manual,Diesel,Ford
5871, Vauxhall Corsa 1.2 i 16v Limited Edition Hatchback 3dr Petrol …     ,3495,2011,Hatchback,80000,1.2L,84BHP,Manual,Petrol,Vauxhall
5872, Vauxhall Corsa 1.2 i 16v Limited Edition Hatchback 3dr Petrol …     ,3495,2012,Hatchback,90000,1.2L,84BHP,Manual,Petrol,Vauxhall
5873, Nissan Note 1.4 16v n-tec Hatchback 5dr Petrol Manual (139 …     ,3495,2011,Hatchback,60000,1.4L,87BHP,Manual,Petrol,Nissan
5874, Mercedes-Benz A Class 1.5 A160 BlueEFFICIENCY Classic SE …     ,3495,2011,Hatchback,65000,1.5L,95BHP,Manual,Petrol,Mercedes-Benz
5876, Mercedes-Benz SLK 2.1 SLK250 CDI BlueEFFICIENCY AMG Sport …     ,8797,2012,Convertible,64000,2.1L,204BHP,Automatic,Diesel,Mercedes-Benz
5877, Jaguar XJS 4.0 2dr     ,9250,1993,Coupe,98000,4.0L,223BHP,Automatic,Petrol,Jaguar
5878, Jaguar XKR 4.0 Supercharged 2dr     ,10995,2000,Coupe,60000,4.0L,370BHP,Automatic,Petrol,Jaguar
5879, Audi A4 Avant 2.0 TDI SE 5dr     ,6500,2010,Estate,70100,2.0L,141BHP,Manual,Diesel,Audi
5880, Jaguar XK 4.2 V8 2dr     ,15495,2006,Coupe,28000,4.2L,300BHP,Automatic,Petrol,Jaguar
5881, Fiat 500 1.2L Pop 8V 3dr     ,5800,2016,Hatchback,16888,1.2L,69BHP,Manual,Petrol,Fiat
5882, Toyota Aygo 1L x-play VVT-i 3dr     ,6400,2016,Hatchback,11869,1.0L,67BHP,Manual,Petrol,Toyota
5883, MG MG3 1.5L 3Form Sport VTi-TECH 5dr     ,6550,2017,Hatchback,16226,1.5L,105BHP,Manual,Petrol,MG
5901, Peugeot 3008 1.2 PureTech Allure EAT (s/s) 5dr     ,23495,2019,SUV,13959,1.2L,131PS,Automatic,Petrol,Peugeot
5904, Ford S-Max 2.0 TDCi Titanium 5dr     ,3699,2008,MPV,102000,2.0L,138BHP,Automatic,Diesel,Ford
5905, Toyota Aygo 1.0 VVT-i Ice 5dr     ,3956,2013,Hatchback,44250,1.0L,67BHP,Manual,Petrol,Toyota
5906, Ford KA 1.2 Titanium (s/s) 3dr     ,4999,2013,Hatchback,11849,1.2L,69BHP,Manual,Petrol,Ford
5907, Hyundai i10 1.0 SE 5dr     ,5199,2015,Hatchback,38000,1.0L,66BHP,Manual,Petrol,Hyundai
5908, Volkswagen Golf TDi 105 DSG Auto Match 1.6 5dr     ,5345,2010,Hatchback,79800,1.6L,103BHP,Automatic,Diesel,Volkswagen
5909, Nissan Qashqai 1.5 dCi n-tec 2WD 5dr     ,5399,2011,SUV,68995,1.5L,108BHP,Manual,Diesel,Nissan
5910, Chrysler 300C 3.0 CRD V6 5dr     ,5799,2007,Estate,64000,3.0L,218BHP,Automatic,Diesel,Chrysler
5911, Volkswagen Golf 1.6 TDI BlueMotion Tech Match CC Ltd Edn DSG 5dr     ,6499,2012,Hatchback,72000,1.6L,103BHP,Automatic,Diesel,Volkswagen
5912, Fiat 500 1.2 8V Lounge (s/s) 3dr     ,7199,2017,Hatchback,22500,1.2L,70PS,Manual,Petrol,Fiat
5913, SKODA Octavia 1.6 TDI SE Business 5dr     ,7799,2015,Estate,69989,1.6L,109BHP,Manual,Diesel,SKODA
5914, BMW 1 Series 2.0 116d Sport Sports Hatch (s/s) 5dr     ,6995,2014,Hatchback,92000,2.0L,116BHP,Manual,Diesel,BMW
5915, Volkswagen Beetle 1.6 TDI BlueMotion Tech Design 3dr     ,6995,2014,Hatchback,69000,1.6L,104BHP,Manual,Diesel,Volkswagen
5916, Ford S-Max 2.0 TDCi Titanium 5dr     ,7495,2013,MPV,72000,2.0L,138BHP,Manual,Diesel,Ford
5917, Audi A5 2.0 TDI SE Technik Multitronic 2dr     ,7495,2013,Coupe,106000,2.0L,175BHP,Automatic,Diesel,Audi
5918, Nissan Juke 1.2 DIG-T Acenta Premium (s/s) 5dr     ,7495,2015,SUV,35000,1.2L,115PS,Manual,Petrol,Nissan
5919, BMW 5 Series 2.0 520d SE 4dr     ,7995,2012,Saloon,65000,2.0L,184BHP,Automatic,Diesel,BMW
5920, Audi Q7 3.0 TDI S line Tiptronic quattro 5dr     ,8995,2009,SUV,110000,3.0L,242BHP,Automatic,Diesel,Audi
5921, Nissan X-Trail 1.6 dCi Acenta (s/s) 5dr     ,9495,2016,SUV,81000,1.6L,130PS,Manual,Diesel,Nissan
5922, Mercedes-Benz C Class 2.1 C250 CDI AMG Sport 7G-Tronic Plus 5dr     ,9995,2013,Estate,67000,2.1L,204BHP,Automatic,Diesel,Mercedes-Benz
5923, Land Rover Discovery 4 3.0 SD V6 HSE 5dr     ,12995,2011,SUV,110000,3.0L,255BHP,Automatic,Diesel,Land
5934, Audi Q3 2.0 TDI QUATTRO S LINE PLUS 5d 148 BHP     ,18995,2016,SUV,35625,2.0L,148BHP,Automatic,Diesel,Audi
5935, MINI 5-Door Hatch Cooper S Sport 2.0 5dr     ,18995,2019,Hatchback,5157,2.0L,192BHP,Manual,Petrol,MINI
5936, Jaguar XE 2.0d R-Sport Auto (s/s) 4dr     ,19000,2016,Saloon,14865,2.0L,180PS,Automatic,Diesel,Jaguar
5937, BMW 2 Series M235i Convertible 3.0 2dr     ,19480,2016,Convertible,24492,3.0L,306BHP,Automatic,Petrol,BMW
5938, BMW 3 Series 330d xDrive M Sport Saloon 3.0 4dr     ,19480,2016,Saloon,29902,3.0L,258BHP,Automatic,Diesel,BMW
5939, BMW 1 Series 118d M Sport Shadow Edition 5-door 2.0 5dr     ,19480,2019,Hatchback,4086,2.0L,150BHP,Manual,Diesel,BMW
5940, MINI Countryman Cooper S Classic 2.0 5dr     ,19480,2019,SUV,3270,2.0L,192BHP,Automatic,Petrol,MINI
5941, Land Rover Range Rover Evoque 2.0 eD4 (150hp) SE 5dr     ,19780,2017,SUV,17500,2.0L,150PS,Manual,Diesel,Land
5942, BMW 3 Series 330i M Sport Saloon 2.0 4dr     ,19980,2017,Saloon,17610,2.0L,252BHP,Automatic,Petrol,BMW
5943, Audi Q3 2.0L TDI QUATTRO S LINE PLUS 5d 182 BHP     ,19995,2016,SUV,23433,2.0L,182BHP,Automatic,Diesel,Audi
5944, Peugeot 208 1.4 HDi Active 5dr     ,4300,2013,Hatchback,69384,1.4L,70BHP,Manual,Diesel,Peugeot
